ID,Binomial,English,Museum_collection,Museum_accession,Sex,Museum_genus,Museum_species,Museum_subspecies,Specimen_label_photos,MMB_scan_url,Markup_1,Markup_2,Markup_3,Markup_4
Baeopogon_indicator_1,Baeopogon_indicator,Honeyguide Greenbul,Tring,1911.5.31.283,M,Baeopogon,indicator,,Y,https://www.markmybird.org/gallery/baeopogon_indicator/1214,43_elliot,448_jmib,404_Nathaniel,44_Chris
Ixonotus_guttatus_1,Ixonotus_guttatus,Spotted Greenbul,Tring,1969.44.59,M,Ixonotus,guttatus,guttatus,Y,https://www.markmybird.org/gallery/ixonotus_guttatus/1804,52_grrlscientist,444_Skite4,573_verafibisan,44_Chris
Chlorocichla_simplex_1,Chlorocichla_simplex,Simple Greenbul,Tring,1920.6.15.88,M,Chlorocichla,simplex,,Y,https://www.markmybird.org/gallery/chlorocichla_simplex/1947,4_gavin,36_zoe,44_Chris,41_Emma
Thescelocichla_leucopleura_1,Thescelocichla_leucopleura,Swamp Greenbul,Tring,1924.11.2.135,M,Thescelocichla,leucopleura,,Y,https://www.markmybird.org/gallery/thescelocichla_leucopleura/3433,592_angelaMc,36_zoe,35_Lara,44_Chris
Pyrrhurus_scandens_1,Pyrrhurus_scandens,Leaf-love,Tring,1926.8.8.143,M,Phyllastrephus,scandens,scandens,Y,https://www.markmybird.org/gallery/pyrrhurus_scandens/1356,44_Chris,52_grrlscientist,404_Nathaniel,36_zoe
Phyllastrephus_cabanisi_1,Phyllastrephus_cabanisi,Cabanis's Greenbul,Tring,1945.34.102,M,Phyllastrephus,fischeri,cabanisi,Y,https://www.markmybird.org/gallery/phyllastrephus_cabanisi/1673,35_Lara,36_zoe,52_grrlscientist,44_Chris
Bernieria_zosterops_1,Bernieria_zosterops,Spectacled Tetraka,Tring,1931.8.18.2089,M,Phyllastrephus,zosterops,zosterops,Y,https://www.markmybird.org/gallery/bernieria_zosterops/2142,485_oharar,43_elliot,44_Chris,35_Lara
Nicator_chloris_1,Nicator_chloris,Yellow-spotted Nicator,Tring,1946.33.11,M,Nicator,chloris,chloris,Y,https://www.markmybird.org/gallery/nicator_chloris/1082,43_elliot,44_Chris,36_zoe,
Criniger_barbatus_1,Criniger_barbatus,Bearded Bulbul,Tring,95.5.1.680,M,Criniger,barbatus,barbatus,Y,https://www.markmybird.org/gallery/criniger_barbatus/3376,5_Jen,40_chris13,35_Lara,44_Chris
Alophoixus_finschii_1,Alophoixus_finschii,Finsch's Bulbul,Tring,1936.4.12.1898,M,Criniger,finschii,,Y,https://www.markmybird.org/gallery/alophoixus_finschii/1179,44_Chris,404_Nathaniel,36_zoe,43_elliot
Setornis_criniger_1,Setornis_criniger,Hook-billed Bulbul,Tring,75.8.16.8,M,Setornis,criniger,,Y,https://www.markmybird.org/gallery/setornis_criniger/3429,485_oharar,44_Chris,35_Lara,
Tricholestes_criniger_1,Tricholestes_criniger,Hairy-backed Bulbul,Tring,86.9.1.1611,M,Hypsipetes,criniger,criniger,Y,https://www.markmybird.org/gallery/tricholestes_criniger/1557,36_zoe,52_grrlscientist,44_Chris,35_Lara
Iole_olivacea_1,Iole_olivacea,Buff-vented Bulbul,Tring,1935.10.22.342,M,Hypsipetes,charlottae,cryptus,Y,https://www.markmybird.org/gallery/iole_olivacea/239,44_Chris,232_Kal,363_Peregrin3,43_elliot
Ixos_palawanensis_1,Ixos_palawanensis,Sulphur-bellied Bulbul,Tring,88.4.1.441,M,Hypsipetes,palawanensis,,Y,https://www.markmybird.org/gallery/ixos_palawanensis/1803,20_angela,52_grrlscientist,485_oharar,44_Chris
Hemixos_flavala_1,Hemixos_flavala,Ashy Bulbul,Tring,95.7.14.1267,M,Hypsipetes,flavala,flavala,Y,https://www.markmybird.org/gallery/hemixos_flavala/3386,40_chris13,35_Lara,43_elliot,44_Chris
Hypsipetes_mcclellandii_1,Hypsipetes_mcclellandii,Mountain Bulbul,Tring,1938.7.15.1432,M,Hypsipetes,mcclellandii,mcclellandii,Y,https://www.markmybird.org/gallery/hypsipetes_mcclellandii/3391,40_chris13,44_Chris,43_elliot,
Neolestes_torquatus_1,Neolestes_torquatus,Black-collared Bulbul,Tring,1956.35.36,M,Neolestes,torquatus,,Y,https://www.markmybird.org/gallery/neolestes_torquatus/1719,465_JSquirrell,40_chris13,5_Jen,
Malia_grata_1,Malia_grata,Malia,Tring,96.6.10.26,M,Malia,grata,,Y,https://www.markmybird.org/gallery/malia_grata/981,183_ThomasG,44_Chris,20_angela,150_Jlynntran
Hypocolius_ampelinus_1,Hypocolius_ampelinus,Grey Hypocolius,Tring,1947.59.105,M,Hypocolius,ampelinus,,Y,https://www.markmybird.org/gallery/hypocolius_ampelinus/1811,43_elliot,52_grrlscientist,50_kathrynross27,44_Chris
Cisticola_lateralis_1,Cisticola_lateralis,Whistling Cisticola,Tring,1965.M.14577,M,Cisticola,lateralis,lateralis,Y,https://www.markmybird.org/gallery/cisticola_lateralis/696,48_okeeffeml,43_elliot,56_hughbrazier,36_zoe
Incana_incana_1,Incana_incana,Socotra Warbler,Tring,99.8.11.28,M,Cisticola,incana,,Y,https://www.markmybird.org/gallery/incana_incana/914,147_EllenB75,363_Peregrin3,364_cjam,44_Chris
Scotocerca_inquieta_1,Scotocerca_inquieta,Streaked Scrub-warbler,Tring,1935.1.5.284,M,Scotocerca,inquieta,inquieta,Y,https://www.markmybird.org/gallery/scotocerca_inquieta/1401,36_zoe,485_oharar,52_grrlscientist,44_Chris
Rhopophilus_pekinensis_1,Rhopophilus_pekinensis,White-browed Chinese Warbler,Tring,98.10.3.277,M,Rhopophilus,pekinensis,albosuperciliaris,Y,https://www.markmybird.org/gallery/rhopophilus_pekinensis/1615,114_tdjames,485_oharar,44_Chris,35_Lara
Prinia_burnesii_1,Prinia_burnesii,Rufous-vented Prinia,Tring,1949.Whi.1.12955,M,Prinia,burnesii,,Y,https://www.markmybird.org/gallery/prinia_burnesii/1654,35_Lara,52_grrlscientist,485_oharar,44_Chris
Phragmacia_substriata_1,Phragmacia_substriata,Namaqua Warbler,Tring,1965.M.14630,M,Prinia,substriata,,Y,https://www.markmybird.org/gallery/phragmacia_substriata/1675,35_Lara,36_zoe,52_grrlscientist,44_Chris
Heliolais_erythropterus_1,Heliolais_erythropterus,Red-winged Warbler,Tring,1955.59.284,M,Heliolais,erythropterus,,Y,https://www.markmybird.org/gallery/heliolais_erythropterus/222,44_Chris,485_oharar,43_elliot,36_zoe
Malcorus_pectoralis_1,Malcorus_pectoralis,Rufous-eared Warbler,Tring,1903.3.9.145,M,Prinia,pectoralis,pectoralis,Y,https://www.markmybird.org/gallery/malcorus_pectoralis/1761,465_JSquirrell,40_chris13,485_oharar,36_zoe
Drymocichla_incana_1,Drymocichla_incana,Red-winged Grey Warbler,Tring,1911.12.23.2225,M,Drymocichla,incana,,Y,https://www.markmybird.org/gallery/drymocichla_incana/1892,52_grrlscientist,449_gianluca,44_Chris,36_zoe
Urolais_epichlorus_1,Urolais_epichlorus,Green Longtail,Tring,1911.12.23.4198,M,Urolais,epichlora,epichlora,Y,https://www.markmybird.org/gallery/urolais_epichlorus/1548,36_zoe,52_grrlscientist,485_oharar,44_Chris
Spiloptila_clamans_1,Spiloptila_clamans,Cricket Longtail,Tring,1920.12.22.325,M,Spiloptila,clamans,,Y,https://www.markmybird.org/gallery/spiloptila_clamans/1591,396_Arasevera,36_zoe,52_grrlscientist,44_Chris
Phyllolais_pulchella_1,Phyllolais_pulchella,Buff-bellied Warbler,Tring,1906.12.23.1050,M,Phyllolais,pulchella,,Y,https://www.markmybird.org/gallery/phyllolais_pulchella/1277,40_chris13,5_Jen,43_elliot,44_Chris
Oreolais_pulchra_1,Oreolais_pulchra,Black-collared Apalis,Tring,1922.11.25.87,M,Apalis,pulchra,,Y,https://www.markmybird.org/gallery/oreolais_pulchra/1703,465_JSquirrell,36_zoe,485_oharar,44_Chris
Apalis_thoracica_1,Apalis_thoracica,Bar-throated Apalis,Tring,1960.18.1,M,Apalis,thoracica,thoracica,Y,https://www.markmybird.org/gallery/apalis_thoracica/1202,44_Chris,43_elliot,36_zoe,35_Lara
Artisornis_moreaui_1,Artisornis_moreaui,Long-billed Tailorbird,Tring,1931.12.19.186,M,Artisornis,apalis,moreaui,Y,https://www.markmybird.org/gallery/artisornis_moreaui/3646,4_gavin,43_elliot,35_Lara,44_Chris
Hypergerus_atriceps_1,Hypergerus_atriceps,Oriole Warbler,Tring,1938.6.5.17,M,Hypergerus,atriceps,,Y,https://www.markmybird.org/gallery/hypergerus_atriceps/2528,44_Chris,485_oharar,36_zoe,43_elliot
Eminia_lepida_1,Eminia_lepida,Grey-capped Warbler,Tring,1920.6.7.139,M,Eminia,lepida,,Y,https://www.markmybird.org/gallery/eminia_lepida/2438,485_oharar,44_Chris,41_Emma,36_zoe
Camaroptera_chloronota_2,Camaroptera_chloronota,Olive-green Camaroptera,Tring,1977.20.1878,M,Camaroptera,chloronota,kelsalli,,https://www.markmybird.org/gallery/camaroptera_chloronota/91,41_Emma,190_Pardalotus,44_Chris,40_chris13
Poliolais_lopezi_1,Poliolais_lopezi,White-tailed Warbler,Tring,1966.16.3446,M,Poliolais,lopezi,mangengubae,Y,https://www.markmybird.org/gallery/poliolais_lopezi/1302,44_Chris,36_zoe,404_Nathaniel,43_elliot
Graueria_vittata_2,Graueria_vittata,Grauer's Warbler,Tring,1915.4.30.5,M,Graueria,vittata,,Y,https://www.markmybird.org/gallery/graueria_vittata/848,485_oharar,43_elliot,4_gavin,36_zoe
Euryptila_subcinnamomea_1,Euryptila_subcinnamomea,Kopje Warbler,Tring,1950.50.549,M,Euryptila,subcinnamomea,,Y,https://www.markmybird.org/gallery/euryptila_subcinnamomea/1864,50_kathrynross27,52_grrlscientist,485_oharar,44_Chris
Speirops_leucophoeus_1,Speirops_leucophoeus,Principe Speirops,Tring,1911.12.23.3853,M,Speirops,leucophoea,,Y,https://www.markmybird.org/gallery/speirops_leucophoeus/3003,541_W.W,44_Chris,485_oharar,35_Lara
Zosterops_erythropleurus_1,Zosterops_erythropleurus,Chestnut-flanked White-eye,Tring,88.9.1.708,M,Zosterops,erythropleura,,Y,https://www.markmybird.org/gallery/zosterops_erythropleurus/3271,44_Chris,36_zoe,43_elliot,
Rukia_ruki_1,Rukia_ruki,Faichuk White-eye,Tring,98.4.29.15,M,Rukia,ruki,,Y,https://www.markmybird.org/gallery/rukia_ruki/1611,114_tdjames,241_DavidPCraig,52_grrlscientist,44_Chris
Cleptornis_marchei_1,Cleptornis_marchei,Golden White-eye,Tring,91.4.10.1,M,Cleptornis,marchei,,Y,https://www.markmybird.org/gallery/cleptornis_marchei/701,4_gavin,592_angelaMc,56_hughbrazier,43_elliot
Tephrozosterops_stalkeri_1,Tephrozosterops_stalkeri,Bicoloured White-eye,Tring,1910.12.28.276,M,Tephrozosterops,stalkeri,,Y,https://www.markmybird.org/gallery/tephrozosterops_stalkeri/1569,44_Chris,36_zoe,52_grrlscientist,41_Emma
Lophozosterops_dohertyi_1,Lophozosterops_dohertyi,Crested White-eye,Tring,98.5.4.75,M,Lophozosterops,dohertyi,subcristata,Y,https://www.markmybird.org/gallery/lophozosterops_dohertyi/2594,43_elliot,485_oharar,35_Lara,44_Chris
Oculocincta_squamifrons_1,Oculocincta_squamifrons,Pygmy White-eye,Tring,93.6.22.16,M,Oculocincta,squamifrons,,Y,https://www.markmybird.org/gallery/oculocincta_squamifrons/1099,147_EllenB75,44_Chris,396_Arasevera,43_elliot
Heleia_crassirostris_1,Heleia_crassirostris,Thick-billed White-eye,Tring,98.5.4.68,M,Heleia,crassirostris,crassirostris,Y,https://www.markmybird.org/gallery/heleia_crassirostris/875,44_Chris,363_Peregrin3,364_cjam,464_boudica650
Chlorocharis_emiliae_1,Chlorocharis_emiliae,Mountain Blackeye,Tring,1969.29.432,M,Chlorocharis,emiliae,,Y,https://www.markmybird.org/gallery/chlorocharis_emiliae/671,56_hughbrazier,40_chris13,5_Jen,
Woodfordia_superciliosa_1,Woodfordia_superciliosa,Bare-eyed White-eye,Tring,1954.51.63,M,Woodfordia,superciliosa,,,https://www.markmybird.org/gallery/woodfordia_superciliosa/503,44_Chris,43_elliot,363_Peregrin3,36_zoe
Megazosterops_palauensis_1,Megazosterops_palauensis,Giant White-eye,Tring,1948.31.2,M,Rukia,palauensis,,Y,https://www.markmybird.org/gallery/megazosterops_palauensis/997,43_elliot,363_Peregrin3,44_Chris,619_Couratiel
Hypocryptadius_cinnamomeus_1,Hypocryptadius_cinnamomeus,Cinnamon Ibon,Tring,1905.11.26.30,M,Hypocryptadius,cinnamomeus,,Y,https://www.markmybird.org/gallery/hypocryptadius_cinnamomeus/236,56_hughbrazier,243_starloverly,363_Peregrin3,43_elliot
Tesia_cyaniventer_1,Tesia_cyaniventer,Grey-bellied Tesia,Tring,1938.12.13.43,M,Tesia,cyaniventer,,Y,https://www.markmybird.org/gallery/tesia_cyaniventer/4046,43_elliot,44_Chris,36_zoe,
Urosphena_squameiceps_1,Urosphena_squameiceps,Asian Stubtail,Tring,1914.6.12.173,M,Urosphena,squameiceps,squameiceps,Y,https://www.markmybird.org/gallery/urosphena_squameiceps/4082,592_angelaMc,35_Lara,36_zoe,44_Chris
Cettia_diphone_1,Cettia_diphone,Japanese Bush-warbler,Tring,98.9.1.1527,M,Cettia,cantans,cantans,Y,https://www.markmybird.org/gallery/cettia_diphone/3699,43_elliot,44_Chris,35_Lara,
Bradypterus_thoracicus_1,Bradypterus_thoracicus,Spotted Bush-warbler,Tring,1937.1.17.612,M,Bradypterus,thoracicus,,Y,https://www.markmybird.org/gallery/bradypterus_thoracicus/3673,36_zoe,44_Chris,35_Lara,
Dromaeocercus_brunneus_1,Dromaeocercus_brunneus,Brown Emu-tail,Tring,1931.8.18.2773,M,Dromaeocercus,brunneus,,Y,https://www.markmybird.org/gallery/dromaeocercus_brunneus/769,48_okeeffeml,363_Peregrin3,44_Chris,43_elliot
Amphilais_seebohmi_1,Amphilais_seebohmi,Grey Emu-tail,Tring,1931.8.18.2790,M,Dromaeocercus,seebohmi,,Y,https://www.markmybird.org/gallery/amphilais_seebohmi/544,485_oharar,43_elliot,363_Peregrin3,36_zoe
Bathmocercus_rufus_1,Bathmocercus_rufus,Black-faced Rufous Warbler,Tring,1920.6.26.495,M,Bathmocercus,rufus,rufus,Y,https://www.markmybird.org/gallery/bathmocercus_rufus/588,36_zoe,43_elliot,363_Peregrin3,541_W.W
Thamnornis_chloropetoides_2,Thamnornis_chloropetoides,Thamnornis Warbler,Tring,1931.8.18.2880,M,Thamnornis,chloropetoides,,Y,https://www.markmybird.org/gallery/thamnornis_chloropetoides/1474,36_zoe,40_chris13,5_Jen,44_Chris
Melocichla_mentalis_1,Melocichla_mentalis,Moustached Grass-warbler,Tring,1934.3.16.524,M,Melocichla,mentalis,,Y,https://www.markmybird.org/gallery/melocichla_mentalis/275,175_JohnF,20_angela,363_Peregrin3,43_elliot
Achaetops_pycnopygius_1,Achaetops_pycnopygius,Rockrunner,Tring,1937.10.16.29,M,Achaetops,pycnopygius,,Y,https://www.markmybird.org/gallery/achaetops_pycnopygius/511,40_chris13,43_elliot,363_Peregrin3,36_zoe
Sphenoeacus_afer_1,Sphenoeacus_afer,Cape Grass-warbler,Tring,1905.12.29.2170,M,Sphenoeacus,afer,afer,Y,https://www.markmybird.org/gallery/sphenoeacus_afer/1423,43_elliot,52_grrlscientist,36_zoe,44_Chris
Locustella_luscinioides_1,Locustella_luscinioides,Savi's Warbler,Tring,1934.1.1.332,M,Locustella,luscinioides,luscinioides,Y,https://www.markmybird.org/gallery/locustella_luscinioides/2589,44_Chris,645_justinwalker,485_oharar,36_zoe
Acrocephalus_concinens_1,Acrocephalus_concinens,Blunt-winged Warbler,Tring,1914.6.12.85,M,Acrocephalus,concinens,concinens,Y,https://www.markmybird.org/gallery/acrocephalus_concinens/2027,40_chris13,485_oharar,36_zoe,44_Chris
Hippolais_olivetorum_1,Hippolais_olivetorum,Olive-tree Warbler,Tring,1934.1.1.5176,M,Hippolais,olivetorum,,Y,https://www.markmybird.org/gallery/hippolais_olivetorum/2523,36_zoe,44_Chris,485_oharar,35_Lara
Chloropeta_natalensis_1,Chloropeta_natalensis,Yellow Flycatcher-warbler,Tring,1932.5.10.226,M,Chloropeta,natalensis,natalensis,Y,https://www.markmybird.org/gallery/chloropeta_natalensis/673,43_elliot,369_Gepwin,363_Peregrin3,36_zoe
Orthotomus_cuculatus_1,Orthotomus_cuculatus,Mountain Tailorbird,Tring,1949.Whi.I.11678,M,Orthotomus,cuculatus,coronatus,Y,https://www.markmybird.org/gallery/orthotomus_cuculatus/1117,147_EllenB75,44_Chris,396_Arasevera,43_elliot
Eremomela_pusilla_1,Eremomela_pusilla,Senegal Eremomela,Tring,1931.6.7.105,M,Eremomela,pusilla,,Y,https://www.markmybird.org/gallery/eremomela_pusilla/3793,36_zoe,43_elliot,35_Lara,44_Chris
Randia_pseudozosterops_1,Randia_pseudozosterops,Rand's Warbler,Tring,1931.8.18.2865,M,Randia,pseudozosterops,,Y,https://www.markmybird.org/gallery/randia_pseudozosterops/1365,36_zoe,52_grrlscientist,396_Arasevera,44_Chris
Newtonia_brunneicauda_1,Newtonia_brunneicauda,Common Newtonia,Tring,1931.8.18.2822,M,Newtonia,brunneicauda,brunneicauda,Y,https://www.markmybird.org/gallery/newtonia_brunneicauda/3583,43_elliot,36_zoe,44_Chris,
Sylvietta_rufescens_1,Sylvietta_rufescens,Cape Crombec,Tring,1905.12.29.2010,M,Sylvietta,rufescens,rufescens,Y,https://www.markmybird.org/gallery/sylvietta_rufescens/4041,43_elliot,35_Lara,44_Chris,
Hemitesia_neumanni_1,Hemitesia_neumanni,Neumann's Warbler,Tring,1960.34.4,M,Hemitesia,neumani,,Y,https://www.markmybird.org/gallery/hemitesia_neumanni/884,40_chris13,485_oharar,43_elliot,36_zoe
Macrosphenus_kretschmeri_1,Macrosphenus_kretschmeri,Kretschmer's Longbill,Tring,1936.8.7.8,M,Macrosphenus,kretschmeri,kretschmeri,Y,https://www.markmybird.org/gallery/macrosphenus_kretschmeri/3878,36_zoe,43_elliot,35_Lara,44_Chris
Amaurocichla_bocagei_1,Amaurocichla_bocagei,Sao Tome Short-tail,Tring,92.5.31.3,U,Amaurocichla,bocagei,,Y,https://www.markmybird.org/gallery/amaurocichla_bocagei/1182,44_Chris,404_Nathaniel,52_grrlscientist,43_elliot
Hylia_prasina_1,Hylia_prasina,Green Hylia,Tring,1949.33.43,M,Hylia,prasina,,,https://www.markmybird.org/gallery/hylia_prasina/233,44_Chris,48_okeeffeml,43_elliot,36_zoe
Leptopoecile_sophiae_1,Leptopoecile_sophiae,White-browed Tit-warbler,Tring,1965.M.14946,M,Leptopoecile,sophiae,sophiae,Y,https://www.markmybird.org/gallery/leptopoecile_sophiae/1785,470_Lowri,36_zoe,44_Chris,35_Lara
Seicercus_montis_1,Seicercus_montis,Yellow-breasted Warbler,Tring,1936.4.12.2280,M,Seicercus,montis,davisoni,Y,https://www.markmybird.org/gallery/seicercus_montis/3977,36_zoe,43_elliot,44_Chris,
Tickellia_hodgsoni_1,Tickellia_hodgsoni,Broad-billed Warbler,Tring,86.4.1.3499,U,Tickellia,hodgsoni,,Y,https://www.markmybird.org/gallery/tickellia_hodgsoni/1481,36_zoe,465_JSquirrell,52_grrlscientist,44_Chris
Abroscopus_schisticeps_1,Abroscopus_schisticeps,Black-faced Warbler,Tring,86.4.1.3320,M,Abrornis,schisticeps,schisticeps,Y,https://www.markmybird.org/gallery/abroscopus_schisticeps/509,271_RareBirdAlert,43_elliot,363_Peregrin3,36_zoe
Hyliota_australis_1,Hyliota_australis,Southern Hyliota,Tring,1955.35.26,M,Hyliota,australis,australis,Y,https://www.markmybird.org/gallery/hyliota_australis/3847,43_elliot,44_Chris,35_Lara,
Megalurus_gramineus_1,Megalurus_gramineus,Little Grassbird,Tring,06.12.20.215,M,Megalurus,gramineus,,Y,https://www.markmybird.org/gallery/megalurus_gramineus/3879,36_zoe,44_Chris,43_elliot,
Bowdleria_punctata_1,Bowdleria_punctata,New Zealand Fernbird,Tring,1901.10.21.24,M,Bowdleria,punctata,caudata,Y,https://www.markmybird.org/gallery/bowdleria_punctata/594,56_hughbrazier,43_elliot,363_Peregrin3,36_zoe
Cincloramphus_cruralis_1,Cincloramphus_cruralis,Brown Songlark,Tring,1965.43.538,M,Cincloramphus,cruralis,delandi,Y,https://www.markmybird.org/gallery/cincloramphus_cruralis/691,48_okeeffeml,183_ThomasG,56_hughbrazier,43_elliot
Eremiornis_carteri_1,Eremiornis_carteri,Spinifexbird,Tring,1902.11.4.1,M,Eremiornis,carteri,,Y,https://www.markmybird.org/gallery/eremiornis_carteri/794,48_okeeffeml,363_Peregrin3,44_Chris,43_elliot
Buettikoferella_bivittata_1,Buettikoferella_bivittata,Buff-banded Grassbird,Tring,1873.5.12.42,M,Megalurulus,bivittatus,,Y,https://www.markmybird.org/gallery/buettikoferella_bivittata/605,175_JohnF,44_Chris,56_hughbrazier,485_oharar
Megalurulus_mariei_1,Megalurulus_mariei,New Caledonian Grassbird,Tring,98.10.3.965,M,Megalurulus,marei,,Y,https://www.markmybird.org/gallery/megalurulus_mariei/2620,624_orjones,485_oharar,36_zoe,35_Lara
Chaetornis_striata_1,Chaetornis_striata,Bristled Grassbird,Tring,1949.Whi.1.11661,M,Chaetornis,striatus,,Y,https://www.markmybird.org/gallery/chaetornis_striata/654,56_hughbrazier,43_elliot,363_Peregrin3,36_zoe
Graminicola_bengalensis_1,Graminicola_bengalensis,Rufous-rumped Grassbird,Tring,1935.4.5.242,M,Graminicola,bengalensis,,Y,https://www.markmybird.org/gallery/graminicola_bengalensis/212,134_pokebee2,48_okeeffeml,363_Peregrin3,43_elliot
Schoenicola_brevirostris_1,Schoenicola_brevirostris,Fan-tailed Grassbird,Tring,1933.7.14.298,M,Schoenicola,platyura,brevirostris,Y,https://www.markmybird.org/gallery/schoenicola_brevirostris/1398,36_zoe,52_grrlscientist,220_birdloverus,44_Chris
Garrulax_monileger_1,Garrulax_monileger,Lesser Necklaced Laughingthrush,Tring,95.7.14.2166,M,Garrulax,monileger,monileger,Y,https://www.markmybird.org/gallery/garrulax_monileger/3812,43_elliot,35_Lara,36_zoe,44_Chris
Strophocincla_cachinnans_1,Strophocincla_cachinnans,Black-chinned Laughingthrush,Tring,88.4.20.598,M,Garrulax,cachinnans,cachinnans,Y,https://www.markmybird.org/gallery/strophocincla_cachinnans/1438,43_elliot,52_grrlscientist,36_zoe,35_Lara
Liocichla_steerii_1,Liocichla_steerii,Taiwan Liocichla,Tring,1910.12.25.127,M,Liocichla,steerii,,Y,https://www.markmybird.org/gallery/liocichla_steerii/254,167_Sam,4_gavin,43_elliot,44_Chris
Modulatrix_stictigula_1,Modulatrix_stictigula,Spot-throat,Tring,1938.2.11.111,M,Modulatrix,stictigula,stictigula,Y,https://www.markmybird.org/gallery/modulatrix_stictigula/1734,40_chris13,485_oharar,44_Chris,4_gavin
Trichastoma_rostratum_1,Trichastoma_rostratum,White-chested Babbler,Tring,1936.4.12.1119,M,Trichastoma,rostratum,rostratum,Y,https://www.markmybird.org/gallery/trichastoma_rostratum/1495,183_ThomasG,52_grrlscientist,36_zoe,44_Chris
Malacocincla_abbotti_1,Malacocincla_abbotti,Abbott's Babbler,Tring,88.4.20.1036,M,Trichastoma,abbotti,abbotti,Y,https://www.markmybird.org/gallery/malacocincla_abbotti/1762,465_JSquirrell,36_zoe,540_meyerscottbgmail.com,44_Chris
Pellorneum_albiventre_1,Pellorneum_albiventre,Spot-throated Babbler,Tring,1937.1.17.256,M,Pellorneum,albiventre,albiventre,Y,https://www.markmybird.org/gallery/pellorneum_albiventre/1690,35_Lara,36_zoe,52_grrlscientist,44_Chris
Malacopteron_magnum_1,Malacopteron_magnum,Rufous-crowned Babbler,Tring,1949.Whi.1.13745,M,Malacopteron,magnum,magnum,Y,https://www.markmybird.org/gallery/malacopteron_magnum/263,44_Chris,242_solayan,183_ThomasG,43_elliot
Illadopsis_cleaveri_1,Illadopsis_cleaveri,Blackcap Illadopsis,Tring,1977.20.1579,M,Trichastoma,cleaveri,cleaveri,Y,https://www.markmybird.org/gallery/illadopsis_cleaveri/1806,480_KateB,52_grrlscientist,541_W.W,44_Chris
Pseudoalcippe_abyssinica_1,Pseudoalcippe_abyssinica,African Hill Babbler,Tring,1946.19.62,M,Alcippe,abyssinicus,abyssinicus,Y,https://www.markmybird.org/gallery/pseudoalcippe_abyssinica/1641,35_Lara,52_grrlscientist,36_zoe,44_Chris
Kakamega_poliothorax_1,Kakamega_poliothorax,Grey-chested Babbler,Tring,1906.12.23.1227,M,Trichastoma,poliothorax,,Y,https://www.markmybird.org/gallery/kakamega_poliothorax/924,44_Chris,363_Peregrin3,364_cjam,43_elliot
Ptyrticus_turdinus_1,Ptyrticus_turdinus,Thrush Babbler,Tring,1949.30.173,M,Ptyrticus,turdinus,turdinus,Y,https://www.markmybird.org/gallery/ptyrticus_turdinus/1634,4_gavin,52_grrlscientist,36_zoe,44_Chris
Pomatorhinus_montanus_1,Pomatorhinus_montanus,Chestnut-backed Scimitar-babbler,Tring,1919.12.12.41,M,Pomatorhinus,montanus,montanus,Y,https://www.markmybird.org/gallery/pomatorhinus_montanus/384,175_JohnF,485_oharar,44_Chris,36_zoe
Xiphirhynchus_superciliaris_1,Xiphirhynchus_superciliaris,Slender-billed Scimitar-babbler,Tring,1935.4.5.105,M,Xiphirhynchus,supercilliaris,supercilliaris,Y,https://www.markmybird.org/gallery/xiphirhynchus_superciliaris/1165,43_elliot,369_Gepwin,44_Chris,35_Lara
Jabouilleia_danjoui_1,Jabouilleia_danjoui,Short-tailed Scimitar-babbler,Tring,1927.6.5.890,M,Jabouilleia,danjoui,danjoui,Y,https://www.markmybird.org/gallery/jabouilleia_danjoui/1801,465_JSquirrell,36_zoe,541_W.W,44_Chris
Ptilocichla_leucogrammica_1,Ptilocichla_leucogrammica,Bornean Wren-babbler,Tring,1956.60.373,M,Ptilocichla,leucogrammica,,Y,https://www.markmybird.org/gallery/ptilocichla_leucogrammica/1636,372_Bullfinch,52_grrlscientist,36_zoe,44_Chris
Kenopia_striata_1,Kenopia_striata,Striped Wren-babbler,Tring,1936.4.12.984,M,Kenopia,striata,,Y,https://www.markmybird.org/gallery/kenopia_striata/1798,465_JSquirrell,36_zoe,50_kathrynross27,44_Chris
Turdinus_macrodactylus_1,Turdinus_macrodactylus,Large Wren-babbler,Tring,1936.4.12.1413,M,Napothera,macrodactylum,macrodactylum,Y,https://www.markmybird.org/gallery/turdinus_macrodactylus/1503,50_kathrynross27,465_JSquirrell,36_zoe,43_elliot
Gypsophila_crispifrons_1,Gypsophila_crispifrons,Limestone Wren-babbler,Tring,86.10.1.5344,M,Napothera,crispifrons,crispifrons,Y,https://www.markmybird.org/gallery/gypsophila_crispifrons/1838,480_KateB,444_Skite4,485_oharar,44_Chris
Napothera_brevicaudata_1,Napothera_brevicaudata,Streaked Wren-babbler,Tring,1932.5.14.151,M,Napothera,brevicaudata,proxima,Y,https://www.markmybird.org/gallery/napothera_brevicaudata/1721,465_JSquirrell,40_chris13,485_oharar,36_zoe
Robsonius_rabori_1,Robsonius_rabori,Rusty-faced Babbler,Tring,1977.16.66,M,Napothera,rabori,,Y,https://www.markmybird.org/gallery/robsonius_rabori/1612,114_tdjames,36_zoe,52_grrlscientist,44_Chris
Pnoepyga_albiventer_1,Pnoepyga_albiventer,Scaly-breasted Wren-babbler,Tring,1937.1.17.367,M,Pnoepyga,albiventer,albiventer,Y,https://www.markmybird.org/gallery/pnoepyga_albiventer/1663,465_JSquirrell,52_grrlscientist,485_oharar,36_zoe
